Codigo_Item_Negativo;Descricao_Item_Negativo;NCM;Saldo_Loja1;Saldo_Loja2_Deposito;Saldo_Loja3_CD;Deficit_Pecas;Status_Cobertura;Saldo_Total_Disponivel_NCM;Doador1_Codigo;Doador1_Descricao;Doador1_Saldo_Total;Doador1_Loja1;Doador1_Loja2;Doador1_Loja3;Doador2_Codigo;Doador2_Descricao;Doador2_Saldo_Total;Doador2_Loja1;Doador2_Loja2;Doador2_Loja3;Doador3_Codigo;Doador3_Descricao;Doador3_Saldo_Total;Doador3_Loja1;Doador3_Loja2;Doador3_Loja3
"7718";"CPA13945 - PULSEIRA  DE METAL 12 CTL POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7719";"PBA54036 - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7722";"S-0439 CHAPEU DE PRAIA";"65040090";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";21.199,00;"10675";"PRODUTO SALDO LXB-3031 CHAPEU FEMININO PRAIA  .";5.536,00;5.536,00;0,00;0,00;"16015";"DS11261 PLACA DE DECORAÇÃO PARA PAREDE";1.933,00;1.357,00;0,00;576,00;"7466";"S-903 CHAPEU DE PRAIA.";1.384,00;1.384,00;0,00;0,00
"7723";"BBA14110 - BRINCO";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7725";"ABA15260 - BRINCO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7726";"IBD18214  - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7733";"IBBC02612 - BRINCO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7735";"CPA24458 - BRINCO";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7736";"PBA13510  - BRINCO";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7737";"FBA33116 - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7738";"HBF02029  - BRINCO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7744";"IBA53058  - BRINCO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7748";"IBA54148 - BRINCO";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7750";"OBA27740 - BRINCO";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7751";"QBA25117 - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7752";"PBA22535 - BRINCO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7753";"ABA26555 - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7756";"CBA55158 - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7757";"QBA25100 - BRINCO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7761";"CCA14085 - COLAR";"71171900";-7,00;0,00;0,00;7,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7764";"DBA23498  - BRINCO";"71171900";-6,00;0,00;0,00;6,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7765";"EPA17693 - PULSEIRA  DE METAL 12 CTL POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7768";"IBH02008 - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7774";"QBA26135 - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7775";"BBA26240 - BRINCO";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7780";"KPB65038 - PULSEIRA  DE METAL 12 CTL POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7782";"S-70008-2 BOLSA DE PRAIA FEMININA";"46021900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.398,00;"26563";"CA20270 CESTA DE PAO EM PAPEL FERRO E TECIDO 22X22X75CM";112,00;12,00;0,00;100,00;"26568";"CA20272 - CESTA DE PAO EM PAPEL FERRO E TECIDO 27X20X75CM";107,00;9,00;0,00;98,00;"26574";"CA20274 CESTA DE PAO EM TECIDO E FERRO; 22X75CM";107,00;15,00;0,00;92,00
"7783";"IBBF18404 - BRINCO";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7785";"ECA26805 - COLRA DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7786";"S-5062 BOLSA DE PRAIA FEMININA";"46021900";-9,00;0,00;0,00;9,00;"COBERTURA_TOTAL";1.398,00;"26563";"CA20270 CESTA DE PAO EM PAPEL FERRO E TECIDO 22X22X75CM";112,00;12,00;0,00;100,00;"26568";"CA20272 - CESTA DE PAO EM PAPEL FERRO E TECIDO 27X20X75CM";107,00;9,00;0,00;98,00;"26574";"CA20274 CESTA DE PAO EM TECIDO E FERRO; 22X75CM";107,00;15,00;0,00;92,00
"7787";"GCA14805 -COLAR  DE METAL12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7790";"LBA64018- BRINCO";"71171900";-19,00;0,00;0,00;19,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7793";"S-3315 BOLSA  DE PRAIA";"65040090";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";21.199,00;"10675";"PRODUTO SALDO LXB-3031 CHAPEU FEMININO PRAIA  .";5.536,00;5.536,00;0,00;0,00;"16015";"DS11261 PLACA DE DECORAÇÃO PARA PAREDE";1.933,00;1.357,00;0,00;576,00;"7466";"S-903 CHAPEU DE PRAIA.";1.384,00;1.384,00;0,00;0,00
"7795";"LPA14230 - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7800";"LBA13065 - BRINCO";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7801";"LBA15035 - BRINCO";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7804";"NBA25494 - BRINCO";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7807";"FPA13298  - PULSEIRA  DE METAL 12 CTL POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7808";"S-0316 CHAPEU DE PRAIA";"65040090";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";21.199,00;"10675";"PRODUTO SALDO LXB-3031 CHAPEU FEMININO PRAIA  .";5.536,00;5.536,00;0,00;0,00;"16015";"DS11261 PLACA DE DECORAÇÃO PARA PAREDE";1.933,00;1.357,00;0,00;576,00;"7466";"S-903 CHAPEU DE PRAIA.";1.384,00;1.384,00;0,00;0,00
"7809";"S-0461 CHAPEU DE PRAIA";"65040090";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";21.199,00;"10675";"PRODUTO SALDO LXB-3031 CHAPEU FEMININO PRAIA  .";5.536,00;5.536,00;0,00;0,00;"16015";"DS11261 PLACA DE DECORAÇÃO PARA PAREDE";1.933,00;1.357,00;0,00;576,00;"7466";"S-903 CHAPEU DE PRAIA.";1.384,00;1.384,00;0,00;0,00
"7810";"IBA14558  - BRINCO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7811";"S-0467 CHAPEU DE PRAIA";"65040090";-37,00;0,00;0,00;37,00;"COBERTURA_TOTAL";21.199,00;"10675";"PRODUTO SALDO LXB-3031 CHAPEU FEMININO PRAIA  .";5.536,00;5.536,00;0,00;0,00;"16015";"DS11261 PLACA DE DECORAÇÃO PARA PAREDE";1.933,00;1.357,00;0,00;576,00;"7466";"S-903 CHAPEU DE PRAIA.";1.384,00;1.384,00;0,00;0,00
"7812";"S-0458 CHAPEU DE PRAIA";"65040090";-6,00;0,00;0,00;6,00;"COBERTURA_TOTAL";21.199,00;"10675";"PRODUTO SALDO LXB-3031 CHAPEU FEMININO PRAIA  .";5.536,00;5.536,00;0,00;0,00;"16015";"DS11261 PLACA DE DECORAÇÃO PARA PAREDE";1.933,00;1.357,00;0,00;576,00;"7466";"S-903 CHAPEU DE PRAIA.";1.384,00;1.384,00;0,00;0,00
"7813";"IBA14460 - BRINCO";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7815";"NBA55220  - BRINCO";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7817";"GBA22340  - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7820";"DPA13882  - PULSEIRA  DE METAL 12 CTL POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7823";"PBBG18832  - BRINCO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7824";"JAA11233  - ANEL";"71171900";-6,00;0,00;0,00;6,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7827";"RBA26035  - BRINCO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7828";"MBA17728 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7832";"F-37 BOLSA FEMININA";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7847";"KBA25746 BRINCO DE METAL 12 CTL POR DUZIA";"71179000";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";119.509,00;"31457";"64800 BRANCELETE";3.422,00;1.158,00;0,00;2.264,00;"29336";"BIJUTERIA MATRIZ 71179000";2.356,00;2.356,00;0,00;0,00;"30307";"ARTIGOS P/CABELO - NCM71179000 - MATRIZ";1.804,00;803,00;0,00;1.001,00
"7848";"LBA25560 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7850";"JBA12695 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7857";"LBA23470 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7860";"F9419 BOLSA FEMININA BLACK";"59112010";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7864";"F9410 BOLSA FEMININA";"59112010";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7866";"GBA17122 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7877";"F9413 BOLSA FEMININA BLACK";"59112010";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7878";"KBA57145  BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7880";"F-114 BOLSA  FEMININA PEQUENA";"59112010";-9,00;0,00;0,00;9,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7881";"FYC-124 BOLSA FEMININA";"59112010";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7888";"F-112 BOLSA FEMININA";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7889";"LBA24512 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7894";"DCA13795 COLAR DE METAL 12 PCS POR DUZIA";"71171900";-8,00;0,00;0,00;8,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
