Codigo_Item_Negativo;Descricao_Item_Negativo;NCM;Saldo_Loja1;Saldo_Loja2_Deposito;Saldo_Loja3_CD;Deficit_Pecas;Status_Cobertura;Saldo_Total_Disponivel_NCM;Doador1_Codigo;Doador1_Descricao;Doador1_Saldo_Total;Doador1_Loja1;Doador1_Loja2;Doador1_Loja3;Doador2_Codigo;Doador2_Descricao;Doador2_Saldo_Total;Doador2_Loja1;Doador2_Loja2;Doador2_Loja3;Doador3_Codigo;Doador3_Descricao;Doador3_Saldo_Total;Doador3_Loja1;Doador3_Loja2;Doador3_Loja3
"7896";"F-111 BOLSA  FEMININA PEQUENA";"59112010";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7899";"LBA33148 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7902";"FYC-154 BOLSA FEMININA PEQUENA";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7903";"KBA23205 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7905";"LBA23537 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7909";"KCD77035 - CONJUNTO COLAR E BRINCO 12 PCS POR DUZIA";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7911";"LCA14250 COLAR DE LATAO 12 PCS POR DUZIA";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7912";"KBB23213 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7913";"BPA25345 PULSEIRA DE METAL 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7916";"KBA32191 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7918";"FBA27400 BRINCO DE METAL 12 CTL POR DUZIA";"71179000";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";119.509,00;"31457";"64800 BRANCELETE";3.422,00;1.158,00;0,00;2.264,00;"29336";"BIJUTERIA MATRIZ 71179000";2.356,00;2.356,00;0,00;0,00;"30307";"ARTIGOS P/CABELO - NCM71179000 - MATRIZ";1.804,00;803,00;0,00;1.001,00
"7919";"KBA24775 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7920";"MCA27386 COLAR DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7924";"FBB23037 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7926";"MBA27174 BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7937";"XWY-14 BOLSA MALA PLISSADA COM ALCA GRANDE";"42022900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";3.149,00;"20491";"ST-575 MASCARA PARA DORMIR MEDINDO 19 CM X 8 CM POSSUI DUAS CINTAS ELASTICA";195,00;36,00;0,00;159,00;"8088";"ZJ-8807 BOLSA";174,00;174,00;0,00;0,00;"14274";"NF36271 3216 BOLSA MALA DE VIAGEM ESPACOSA COM ALCA GRANDE";159,00;159,00;0,00;0,00
"7940";"XWY-10 BOLSA FEMININA";"59112010";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7942";"XWY BOLSA  FEMININA";"42022210";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"7943";"FCA27065 COLAR DE LATAO 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7948";"XWY-15 BOLSA FEMININA";"42022900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";3.149,00;"20491";"ST-575 MASCARA PARA DORMIR MEDINDO 19 CM X 8 CM POSSUI DUAS CINTAS ELASTICA";195,00;36,00;0,00;159,00;"8088";"ZJ-8807 BOLSA";174,00;174,00;0,00;0,00;"14274";"NF36271 3216 BOLSA MALA DE VIAGEM ESPACOSA COM ALCA GRANDE";159,00;159,00;0,00;0,00
"7962";"MCA25890 COLAR DE LATAO 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7969";"MCA25596 COLRA DE METAL 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7971";"ACA15600 COLRA DE METAL 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7979";"BH-1052 BOLSA FEMININA";"59112010";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7980";"BH-1049 BOLSA FEMININA";"59112010";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7981";"BH-1050 BOLSA FEMININA";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7991";"PAA11065 ANEL";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7993";"CAA31127 ANEL";"71171900";-50,00;0,00;0,00;50,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7995";"BH-1053 BOLSA FEMININA";"59112010";-7,00;0,00;0,00;7,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"7996";"LAA23570 ANEL DE METAL";"71171900";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"7998";"BH-1051 BOLSA FEMININA MEDIA";"59112010";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8000";"LAA23352 ANEL DE METAL";"71171900";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8004";"MCA26552 COLAR DE METAL 12 PCS POR DUZIA";"71171900";-14,00;0,00;0,00;14,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8005";"NCA14015 COLAR E BRINCO COM JUNTO DE METAL12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8007";"LAA23725 ANEL DE METAL";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8008";"DAA23805 ANEL DE METAL";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8017";"BH-1048 BOLSA MEDIA";"59112010";-24,00;0,00;0,00;24,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8018";"DCA13795 COLRA DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8024";"JBA25190A BRINCO DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8027";"F9415 BOLSA FEMININA";"59112010";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8028";"DPB63045 PULSEIRA DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8032";"F9390 BOLSA FEMNINA BLACK";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8033";"KCA16385 COLAR E BRINCO COM JUNTO DE METAL12 PCS POR DUZIA";"71171900";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8034";"GCA16523 COLAR E BRINCO COM JUNTO DE METAL12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8044";"LCA28680 COLRA DE METAL 12 PCS POR DUZIA";"71171900";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8045";"C11450 BOLSA FEMININA PEQUENA";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8053";"008 BOLSA FEMNINA PEQUENA";"59112010";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8055";"JCA23520 COLAR DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8057";"2113 BOLSA FEMININA SILVER";"59112010";-25,00;0,00;0,00;25,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8058";"HPC13015 PULSEIRA DE METAL 12 CTL POR DUZIA";"71179000";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";119.509,00;"31457";"64800 BRANCELETE";3.422,00;1.158,00;0,00;2.264,00;"29336";"BIJUTERIA MATRIZ 71179000";2.356,00;2.356,00;0,00;0,00;"30307";"ARTIGOS P/CABELO - NCM71179000 - MATRIZ";1.804,00;803,00;0,00;1.001,00
"8062";"HY1198 MOCHILA FEMININA RED";"42022900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";3.149,00;"20491";"ST-575 MASCARA PARA DORMIR MEDINDO 19 CM X 8 CM POSSUI DUAS CINTAS ELASTICA";195,00;36,00;0,00;159,00;"8088";"ZJ-8807 BOLSA";174,00;174,00;0,00;0,00;"14274";"NF36271 3216 BOLSA MALA DE VIAGEM ESPACOSA COM ALCA GRANDE";159,00;159,00;0,00;0,00
"8065";"EPA24836 PULSEIRA DE METAL 12 PCS POR DUZIA";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8066";"EPA18932 PULSEIRA DE METAL 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8067";"MBA23663 BRINCO 12 PCS POR DUZIA";"71171900";-6,00;0,00;0,00;6,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8069";"FCA26082 COLAR DE ACO 12 PCS POR DUZIA";"71171900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"8070";"F9414 BOLSA FEMININA";"42029200";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"8072";"Y1183 BOLSA FEMININA";"59112010";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8073";"F9409 BOLSA FEMININA BLACK";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8075";"1204 BOLSA FEMININA RED";"59112010";-26,00;0,00;0,00;26,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8078";"2012 BOLSA FEMININA PEQUENA";"59112010";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8082";"F9397 BOLSA FEMININA";"59112010";-11,00;0,00;0,00;11,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8085";"CYC-87 BOLSA";"59112010";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8086";"B-02 BOLSA";"59112010";-18,00;0,00;0,00;18,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8087";"ZH-7003 BOLSA";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
"8092";"2086  MOCHILA";"42029200";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"8094";"004   BOLSA";"42029200";-14,00;0,00;0,00;14,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"8095";"F9395  BOLSA";"42029200";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"8096";"FYC-156 BOLSA";"59112010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";1.107,00;"14272";"NF36271 0166 BOLSAS";1.027,00;1.027,00;0,00;0,00;"8927";"YS-613 BOLSAS";31,00;7,00;0,00;24,00;"8930";"H-019# BOLSAS";9,00;9,00;0,00;0,00
