Codigo;Descricao;EMB;NCM;Saldo_Loja_1;Saldo_Loja_2_Deposito;Saldo_Loja_3_CD;Saldo_Total;Custo_Unit;Preco_Unit;Valor_Estoque_Total
"143";"BM-P1690 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 500ML (ACO)";"UN";"96170010";20,00;0,00;0,00;20,00;11,26;39,00;225,20
"144";"BM-P1701 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 420ML (ACO)";"UN";"96170010";14,00;0,00;0,00;14,00;10,75;36,00;150,50
"145";"DA-1740 - P BOLSA ADULTO FEMININA EM PVC";"UN";"42022210";1,00;0,00;0,00;1,00;6,33;37,00;6,33
"146";"BM-P1704 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 2500ML (ACO)";"UN";"96170010";6,00;0,00;0,00;6,00;27,17;94,00;163,02
"147";"BM-P1705 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 1500ML (ACO)";"UN";"96170010";13,00;0,00;0,00;13,00;23,35;69,00;303,55
"148";"BM-P1706 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 450ML (ACO)";"UN";"96170010";29,00;0,00;0,00;29,00;12,77;41,00;370,33
"151";"DB-867 -M BOLSA ADULTO FEMININA EM PVC";"UN";"42022210";519,00;0,00;0,00;519,00;6,33;37,00;3.285,27
"152";"BM-P1567 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";11,00;0,00;0,00;11,00;9,27;42,00;101,97
"154";"DB-957 -M BOLSA ADULTO FEMININA EM PVC";"UN";"42022210";1,00;0,00;0,00;1,00;3,00;30,00;3,00
"155";"BM-P1314 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 750ML";"UN";"96170010";4,00;0,00;0,00;4,00;1,00;41,00;4,00
"157";"BM-P1315 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 800ML";"UN";"96170010";52,00;0,00;0,00;52,00;6,30;42,00;327,60
"158";"BM-P1320 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 1000ML (ACO)";"UN";"96170010";29,00;0,00;0,00;29,00;11,95;41,00;346,55
"159";"BM-P1322 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE:600ML -S/MARCA";"UN";"96170010";9,00;0,00;0,00;9,00;10,23;41,00;92,07
"160";"BM-P1323 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) -CAPACIDADE 900ML -S/MARCA";"UN";"96170010";62,00;0,00;0,00;62,00;6,90;46,00;427,80
"161";"BM-P1330 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE:500ML- ACO 304+PP";"UN";"96170010";27,00;0,00;0,00;27,00;9,32;41,00;251,64
"162";"BM-P1353 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) -CAPACIDADE:280ML";"UN";"96170010";15,00;0,00;0,00;15,00;6,15;41,00;92,25
"163";"BM-P1356 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 800ML";"UN";"96170010";26,00;0,00;0,00;26,00;6,65;41,00;172,90
"164";"BM-P1357 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) -CAPACIDADE: 1.3 - S/MARCA";"UN";"96170010";40,00;0,00;0,00;40,00;14,89;0,00;595,60
"165";"BM-P1585 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";50,00;0,00;0,00;50,00;8,58;0,00;429,00
"166";"BM-P1450 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";20,00;0,00;0,00;20,00;10,02;46,00;200,40
"167";"BM-P1363 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";7,00;0,00;0,00;7,00;5,77;26,00;40,39
"168";"BM-P1447 -GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 680ML";"UN";"96170010";21,00;0,00;0,00;21,00;9,77;39,00;205,17
"169";"BM-P1365 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 420ML";"UN";"96170010";59,00;0,00;0,00;59,00;6,15;41,00;362,85
"170";"BM-P1431 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE 650ML";"UN";"96170010";19,00;0,00;0,00;19,00;8,12;42,00;154,28
"171";"BM-P1367 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE:550ML S/MARCA";"UN";"96170010";7,00;0,00;0,00;7,00;5,59;38,00;39,13
"173";"BM-P1478 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";50,00;0,00;0,00;50,00;9,15;0,00;457,50
"174";"BM-P1368 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";30,00;0,00;0,00;30,00;7,06;0,00;211,80
"176";"GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 650ML";"UN";"96170010";50,00;0,00;0,00;50,00;12,52;0,00;626,00
"177";"BM-P1388 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE 500ML";"UN";"96170010";9,00;0,00;0,00;9,00;9,90;42,00;89,10
"178";"GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 600ML - ACO 304+PP";"UN";"96170010";50,00;0,00;0,00;50,00;11,76;0,00;588,00
"179";"BM-P1451 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 450ML";"UN";"96170010";22,00;0,00;0,00;22,00;7,98;39,00;175,56
"180";"BM-P1398 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE:600ML -S/MARCA";"UN";"96170010";27,00;0,00;0,00;27,00;6,60;46,00;178,20
"181";"BM-P1475 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 2000ML";"UN";"96170010";6,00;0,00;0,00;6,00;22,43;70,00;134,58
"182";"BM-P1424 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE:500ML -S/MARCA";"UN";"96170010";21,00;0,00;0,00;21,00;12,73;43,00;267,33
"183";"BM-P1602 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 800ML:";"UN";"96170010";25,00;0,00;0,00;25,00;11,59;46,00;289,75
"184";"BM-P1506 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 800ML";"UN";"96170010";18,00;0,00;0,00;18,00;10,12;42,00;182,16
"185";"BM-P1425 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE:500ML -S/MARCA";"UN";"96170010";17,00;0,00;0,00;17,00;9,63;43,00;163,71
"186";"BM- P1512 GARRAFA DE PLASTICO (POLIPROPILENO) - CAPACIDADE : 450ML";"UN";"39233090";40,00;0,00;0,00;40,00;7,86;33,00;314,40
"187";"BM-P1442 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE 450ML";"UN";"96170010";7,00;0,00;0,00;7,00;11,20;49,00;78,40
"188";"BM- P1511 GARRAFA DE PLASTICO (POLIPROPILENO) - CAPACIDADE : 450ML";"UN";"39233090";60,00;0,00;0,00;60,00;7,86;0,00;471,60
"189";"BM-P1520 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 800ML (ACO)";"UN";"96170010";17,00;0,00;0,00;17,00;12,63;41,00;214,71
"190";"GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";50,00;0,00;0,00;50,00;5,89;0,00;294,50
"191";"BM-P1454 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) -CAPACIDADE: 600ML";"UN";"96170010";13,00;0,00;0,00;13,00;8,07;36,00;104,91
"192";"BM-P1521 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 420ML";"UN";"96170010";50,00;0,00;0,00;50,00;3,62;0,00;181,00
"193";"BM-P1481 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE :800ML(ACO)";"UN";"96170010";27,00;0,00;0,00;27,00;9,49;42,00;256,23
"194";"BM-P1530 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";16,00;0,00;0,00;16,00;9,94;49,00;159,04
"195";"BM-P1608 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 990ML";"UN";"96170010";25,00;0,00;0,00;25,00;10,08;46,00;252,00
"196";"BM-P1484 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 500ML";"UN";"96170010";6,00;0,00;0,00;6,00;12,11;33,00;72,66
"197";"BM-P1551 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";5,00;0,00;0,00;5,00;6,72;36,00;33,60
"198";"BM-P1502 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";13,00;0,00;0,00;13,00;9,22;42,00;119,86
"199";"DH351 - P BOLSA ADULTO FEMININA EM PVC";"UN";"42022210";1,00;0,00;0,00;1,00;6,33;59,00;6,33
"200";"BM- P1507 GARRAFA DE PLASTICO (POLIPROPILENO) - CAPACIDADE : 450ML";"UN";"39233090";35,00;0,00;0,00;35,00;7,86;33,00;275,10
"201";"DB-998 - M BOLSA ADULTO FEMININA EM PVC";"UN";"42022210";201,00;0,00;0,00;201,00;6,33;29,00;1.272,33
"203";"BM- P1509 GARRAFA DE PLASTICO (POLIPROPILENO) - CAPACIDADE : 450ML";"UN";"39233090";31,00;0,00;0,00;31,00;7,86;33,00;243,66
"204";"BM-P1522 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE:750ML";"UN";"96170010";17,00;0,00;0,00;17,00;10,46;41,00;177,82
"206";"BM-P1523 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 1000ML";"UN";"96170010";9,00;0,00;0,00;9,00;10,54;47,00;94,86
"207";"BM- P1524 CANECA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 400ML";"UN";"96170010";7,00;0,00;0,00;7,00;10,18;49,00;71,26
"208";"GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 600ML";"UN";"96170010";50,00;0,00;0,00;50,00;5,68;0,00;284,00
"210";"BM-P1544 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 800ML";"UN";"96170010";25,00;0,00;0,00;25,00;8,05;41,00;201,25
"211";"BM-P1555 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";13,00;0,00;0,00;13,00;10,64;41,00;138,32
"212";"BM-P1558 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 2000ML";"UN";"96170010";5,00;0,00;0,00;5,00;21,70;102,00;108,50
"214";"BM-P1559 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 2000ML";"UN";"96170010";7,00;0,00;0,00;7,00;22,69;110,00;158,83
"215";"BM-P1560 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 680ML";"UN";"96170010";21,00;0,00;0,00;21,00;8,78;42,00;184,38
"217";"BM-P1563 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 500ML";"UN";"96170010";18,00;0,00;0,00;18,00;8,34;41,00;150,12
"218";"GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 520ML";"UN";"96170010";50,00;0,00;0,00;50,00;11,01;0,00;550,50
"219";"BM-P1566 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 500ML";"UN";"96170010";7,00;0,00;0,00;7,00;9,44;41,00;66,08
"220";"REF:BM-P1581 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";34,00;0,00;0,00;34,00;10,13;46,00;344,42
"221";"BM-P1582 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";33,00;0,00;0,00;33,00;8,28;39,00;273,24
"222";"BM-P1583 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";60,00;0,00;0,00;60,00;8,13;0,00;487,80
"223";"BM-P1584 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";29,00;0,00;0,00;29,00;8,15;39,00;236,35
"224";"BM-P1589 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 800ML";"UN";"96170010";16,00;0,00;0,00;16,00;10,72;46,00;171,52
"225";"GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 900ML";"UN";"96170010";40,00;0,00;0,00;40,00;13,57;0,00;542,80
"226";"BM-P1591 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 800ML";"UN";"96170010";10,00;0,00;0,00;10,00;11,58;50,00;115,80
"227";"BM-P1592 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1100ML";"UN";"96170010";10,00;0,00;0,00;10,00;12,28;53,00;122,80
"229";"BM-P1593 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 1100ML";"UN";"96170010";105,00;0,00;0,00;105,00;1,62;52,00;170,10
"230";"BM-P1594 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 600ML";"UN";"96170010";10,00;0,00;0,00;10,00;8,98;38,00;89,80
"231";"BM-P1595 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";11,00;0,00;0,00;11,00;14,34;57,00;157,74
"232";"DH126 - BOLSA FEMININA CONSTITUIDA EXTERNAMENTE DE MATERIAL PLASTICO";"UN";"42022210";2,00;0,00;0,00;2,00;6,33;64,00;12,66
"233";"BM-P1596 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 800ML (ACO)";"UN";"96170010";24,00;0,00;0,00;24,00;11,40;39,00;273,60
"234";"BM-P1599 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";21,00;0,00;0,00;21,00;9,93;46,00;208,53
"235";"BM-P1600 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";8,00;0,00;0,00;8,00;10,31;46,00;82,48
"236";"BM-P1601 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 800ML";"UN";"96170010";23,00;0,00;0,00;23,00;11,60;46,00;266,80
"239";"BM-P1603GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 720ML";"UN";"96170010";69,00;0,00;0,00;69,00;8,24;55,00;568,56
"241";"BM-P1604 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 950ML";"UN";"96170010";13,00;0,00;0,00;13,00;18,34;60,00;238,42
"242";"GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 750ML";"UN";"96170010";50,00;0,00;0,00;50,00;17,19;0,00;859,50
"243";"BM-P1606 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 990ML";"UN";"96170010";30,00;0,00;0,00;30,00;10,04;46,00;301,20
"245";"BM-P1607 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 990ML";"UN";"96170010";32,00;0,00;0,00;32,00;10,08;46,00;322,56
"246";"BM-P1610 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 750ML";"UN";"96170010";14,00;0,00;0,00;14,00;10,79;46,00;151,06
"247";"BM-P1611 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 800ML";"UN";"96170010";28,00;0,00;0,00;28,00;9,83;46,00;275,24
"248";"BM-P1612 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";33,00;0,00;0,00;33,00;11,78;47,00;388,74
"249";"DH1012-A BOLSA ADULTO FEMININA EM PVC";"UN";"42022210";1,00;0,00;0,00;1,00;6,33;69,00;6,33
"250";"BM-P1613 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 400ML (ACO)";"UN";"96170010";8,00;0,00;0,00;8,00;17,66;57,00;141,28
"251";"BM-P1616 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 1500ML";"UN";"96170010";8,00;0,00;0,00;8,00;21,34;57,00;170,72
"253";"BM-P1617 CANECA TERMICA DE INOX COM TAMPA DE POLIPROPILENO CAPACIDADE: 140ML";"UN";"96170010";50,00;0,00;0,00;50,00;10,16;0,00;508,00
"255";":BM-P1623 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1800ML";"UN";"96170010";8,00;0,00;0,00;8,00;17,04;59,00;136,32
"257";"BM-P1624 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1500ML";"UN";"96170010";7,00;0,00;0,00;7,00;20,13;75,00;140,91
"258";"BM-P1630 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 650ML";"UN";"96170010";60,00;0,00;0,00;60,00;6,30;42,00;378,00
"259";"BM-P1631 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1100ML";"UN";"96170010";14,00;0,00;0,00;14,00;12,48;46,00;174,72
"260";"BM-P1632 JARRA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1000 ML (ACO)";"UN";"96170010";14,00;0,00;0,00;14,00;43,82;114,00;613,48
"261";"BM-P1633 JARRA TERMICA DE INOX  860ML";"UN";"96170010";22,00;0,00;0,00;22,00;8,74;39,90;192,28
"262";"BM-P1636 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 750ML";"UN";"96170010";14,00;0,00;0,00;14,00;13,16;46,00;184,24
"263";"BM-P1637 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 900ML(ACO)";"UN";"96170010";80,00;0,00;0,00;80,00;7,35;49,00;588,00
"264";"DH806 BOLSA ADULTO FEMININA EM PVC";"UN";"42022210";1,00;0,00;0,00;1,00;6,33;61,00;6,33
"265";"BM-P1639 COPO TERMICO DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";8,00;0,00;0,00;8,00;13,88;62,00;111,04
"266";"BM-P1640 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";25,00;0,00;0,00;25,00;9,82;46,00;245,50
"268";"BM-P1641 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";30,00;0,00;0,00;30,00;10,60;41,00;318,00
"269";"BM-P1644 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 2000ML";"UN";"96170010";5,00;0,00;0,00;5,00;25,14;107,00;125,70
"273";"BM-P1651 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 1000ML (ACO)";"UN";"96170010";19,00;0,00;0,00;19,00;19,17;62,00;364,23
"275";"BM-P1653 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 900ML (ACO)";"UN";"96170010";10,00;0,00;0,00;10,00;32,48;122,00;324,80
"276";"BM-P1654 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 750ML";"UN";"96170010";38,00;0,00;0,00;38,00;12,06;41,00;458,28
"277";"BM-P1655 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 400ML";"UN";"96170010";32,00;0,00;0,00;32,00;14,23;50,00;455,36
"278";"BM-P1658 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1500ML";"UN";"96170010";9,00;0,00;0,00;9,00;19,03;57,00;171,27
"279";"BM-P1659 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 1200ML (ACO)";"UN";"96170010";17,00;0,00;0,00;17,00;16,08;46,00;273,36
"280";"BM-P1661 CANECA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 280ML";"UN";"96170010";24,00;0,00;0,00;24,00;11,67;44,00;280,08
"283";"BM-P1662 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 750ML";"UN";"96170010";38,00;0,00;0,00;38,00;6,84;48,50;259,92
"284";"BM-P1665 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 800ML";"UN";"96170010";73,00;0,00;0,00;73,00;8,20;55,00;598,60
"285";"BM-P1666 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE: 1000ML";"UN";"96170010";22,00;0,00;0,00;22,00;16,67;60,00;366,74
"286";"BM-P1667 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE : 600ML";"UN";"96170010";1,00;0,00;0,00;1,00;11,15;39,00;11,15
"288";"BM-P1669 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE : 1000ML";"UN";"96170010";18,00;0,00;0,00;18,00;19,81;52,00;356,58
"289";"BM-P1671 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE: 600ML";"UN";"96170010";20,00;0,00;0,00;20,00;46,58;46,00;931,60
"290";"BM-P1672 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE: 600ML";"UN";"96170010";30,00;0,00;0,00;30,00;39,53;46,00;1.185,90
"291";"BM-P1673 GARRAFA TERMICA (SEM VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";27,00;0,00;0,00;27,00;35,54;33,00;959,58
"292";"BM-P1676 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 1500ML";"UN";"96170010";12,00;0,00;0,00;12,00;23,50;73,00;282,00
"293";"BM-P1691 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE:700ML";"UN";"96170010";6,00;0,00;0,00;6,00;6,90;46,00;41,40
"294";"BM-P1692 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";10,00;0,00;0,00;10,00;12,96;39,00;129,60
"295";"BM-P1693 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 520ML";"UN";"96170010";4,00;0,00;0,00;4,00;16,00;46,00;64,00
"296";"BM-P1694 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 520ML";"UN";"96170010";2,00;0,00;0,00;2,00;16,42;47,00;32,84
"297";"BM-P1696 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 500ML";"UN";"96170010";16,00;0,00;0,00;16,00;19,86;55,00;317,76
"299";"BM-P1702 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE : 420ML";"UN";"96170010";17,00;0,00;0,00;17,00;11,20;37,00;190,40
"300";"BM-P1703 GARRAFA TERMICA DE INOX (NAO POSSUI VIDRO INTERNO) - CAPACIDADE: 400ML";"UN";"96170010";28,00;0,00;0,00;28,00;12,74;36,00;356,72
"313";"2437 - BOLSA DE OMBRO FEMININA MATERIAL PU COM DIVERSOS COMPARTIMENTOS";"UN";"42029200";1,00;0,00;0,00;1,00;10,40;104,00;10,40
"314";"0841 BOLSA DE OMBRO FEMININA MATERIAL PU";"UN";"42029200";1,00;0,00;0,00;1,00;12,80;128,00;12,80
"315";"06110 BOLSA DE OMBRO FEMININA MATERIAL PU";"UN";"42029200";2,00;0,00;0,00;2,00;11,00;120,00;22,00
"316";"2442 BOLSA DE OMBRO FEMININA MATERIAL PU";"UN";"42029200";1,00;0,00;0,00;1,00;12,80;128,00;12,80
"324";"1205 BOLSA";"UN";"42022220";36,00;0,00;0,00;36,00;8,00;0,00;288,00
"326";"W7004 MOCHILA";"UN";"42029200";3,00;0,00;0,00;3,00;5,40;54,00;16,20
"327";"W2009 MOCHILA";"UN";"42029200";1,00;0,00;0,00;1,00;6,40;64,00;6,40
"328";"W031 BOLSA";"UN";"42029200";3,00;0,00;0,00;3,00;11,00;70,00;33,00
"329";"W2001 MOCHILA";"UN";"42029200";12,00;0,00;0,00;12,00;7,00;64,00;84,00
"330";"W032 BOLSA";"UN";"42029200";5,00;0,00;0,00;5,00;13,25;85,00;66,25
"331";"W2007 MOCHILA";"UN";"42029200";38,00;0,00;0,00;38,00;10,50;67,00;399,00
"332";"W101 BOLSA";"UN";"42022220";99,00;0,00;0,00;99,00;8,50;55,00;841,50
"333";"W7005 MOCHILA";"UN";"42029200";1,00;0,00;0,00;1,00;5,40;54,00;5,40
"335";"W1011 BOLSA";"UN";"42022220";10,00;0,00;0,00;10,00;5,00;32,00;50,00
"336";"W2003 MOCHILA";"UN";"42029200";1,00;0,00;0,00;1,00;6,40;64,00;6,40
"337";"W1012 BOLSA";"UN";"42022220";44,00;0,00;0,00;44,00;6,25;45,00;275,00
"338";"W1501 BOLSA";"UN";"42022220";108,00;0,00;0,00;108,00;11,00;70,00;1.188,00
"340";"W1604 BOLSA";"UN";"42022220";14,00;0,00;0,00;14,00;12,00;77,00;168,00
"342";"W332 MOCHILA";"UN";"42029200";12,00;0,00;0,00;12,00;10,25;0,00;123,00
"343";"WF018 MOCHILA";"UN";"42029200";15,00;0,00;0,00;15,00;7,25;46,00;108,75
"344";"W5002 BOLSA";"UN";"42029200";15,00;0,00;0,00;15,00;7,00;45,00;105,00
"345";"W8007 MOCHILA";"UN";"42029200";28,00;0,00;0,00;28,00;8,75;56,00;245,00
"346";"W1505 BOLSA";"UN";"42029200";1,00;0,00;0,00;1,00;7,00;70,00;7,00
"347";"W8005 MOCHILA";"UN";"42029200";74,00;0,00;0,00;74,00;8,25;53,00;610,50
"348";"W5011 MOCHILA";"UN";"42029200";85,00;0,00;0,00;85,00;9,00;58,00;765,00
"349";"W7019 MOCHILA";"UN";"42029200";133,00;0,00;0,00;133,00;10,00;64,00;1.330,00
"350";"W1207 BOLSA";"UN";"42029200";1,00;0,00;0,00;1,00;5,10;51,00;5,10
"351";"W7014 MOCHILA";"UN";"42029200";98,00;0,00;0,00;98,00;9,50;61,00;931,00
"352";"W8002 MOCHILA";"UN";"42029200";1,00;0,00;0,00;1,00;5,30;53,00;5,30
"353";"W033 BOLSA";"UN";"42022220";1,00;0,00;0,00;1,00;5,80;58,00;5,80
"354";"W1202 MOCHILA";"UN";"42029200";2,00;0,00;0,00;2,00;5,80;58,00;11,60
