Codigo;Descricao;EMB;NCM;Saldo_Loja_1;Saldo_Loja_2_Deposito;Saldo_Loja_3_CD;Saldo_Total;Custo_Unit;Preco_Unit;Valor_Estoque_Total
"2391";"LUX155461 ESPONJA";"UN";"96162000";10,00;0,00;0,00;10,00;1,20;2,10;12,00
"2392";"YP2401-30 CONJUNTO DE 4 PECAS DE PINCEL PARA APLICACAO DE COSMETICOS";"UN";"96033000";4,00;0,00;0,00;4,00;0,53;3,50;2,12
"2393";"QM-910 - CANETA 10 CORES";"UN";"90183910";12,00;0,00;0,00;12,00;0,90;6,00;10,80
"2394";"YP20022 BOLSA MAQUIAGEM";"UN";"42022100";148,00;0,00;0,00;148,00;1,90;28,00;281,20
"2395";"LUX155479 ESPONJA MAKE";"UN";"96162000";5,00;0,00;0,00;5,00;0,44;6,30;2,20
"2396";"YP2101 BOLSA TERMICA";"UN";"42022100";274,00;0,00;0,00;274,00;2,00;19,00;548,00
"2397";"LUX155129 ESPONJA 3UN";"UN";"96162000";11,00;0,00;0,00;11,00;0,29;4,20;3,19
"2398";"YP20023 BOLSA MAQUIAGEM";"UN";"42022100";18,00;0,00;0,00;18,00;2,50;24,00;45,00
"2399";"YP2007 BOLSA MAQUIAGEM";"UN";"42022100";140,00;0,00;0,00;140,00;1,80;18,00;252,00
"2400";"LUX155453 ESPONJA 2UN";"UN";"96162000";1,00;0,00;0,00;1,00;0,23;3,50;0,23
"2401";"A31 - CANETA";"UN";"90183910";256,00;0,00;0,00;256,00;1,13;7,50;289,28
"2402";"YP20016 BOLSA PARA DOC";"UN";"42022100";256,00;0,00;0,00;256,00;1,00;10,00;256,00
"2403";"LUX155474 ESPONJA";"UN";"96162000";6,00;0,00;0,00;6,00;0,18;2,80;1,08
"2404";"YP20027 BOLSA MAQUIAGEM";"UN";"42022100";248,00;0,00;0,00;248,00;1,70;16,00;421,60
"2405";"TG-111 BORRACHA";"UN";"40169200";15,00;0,00;0,00;15,00;1,13;7,50;16,95
"2406";"YP2102 BOLSA TERMICA";"UN";"42022100";150,00;0,00;0,00;150,00;1,90;35,00;285,00
"2407";"LUX155469 ESPONJA 4U";"UN";"96162000";17,00;0,00;0,00;17,00;0,24;3,50;4,08
"2408";"ELS-0054 ELASTICO PARA CABELO";"UN";"96151100";111,00;0,00;0,00;111,00;2,40;2,00;266,40
"2411";"YP2414 BOLSA MAQUIAGEM";"UN";"42022100";3,00;0,00;0,00;3,00;2,40;23,00;7,20
"2413";"LUX067207 CILIOS MAKE";"UN";"67041900";32,00;0,00;0,00;32,00;0,24;5,00;7,68
"2414";"YP2106 - BOLSA TERMICA DE POLIESTER";"UN";"42029200";214,00;0,00;0,00;214,00;2,80;28,00;599,20
"2415";"LUX067205 CILIOS";"UN";"67041900";27,00;0,00;0,00;27,00;0,24;5,00;6,48
"2416";"MD-273 CANETA";"UN";"90183910";7,00;0,00;0,00;7,00;1,20;8,00;8,40
"2417";"LUX067206 CILIOS";"UN";"67041900";33,00;0,00;0,00;33,00;0,24;5,00;7,92
"2418";"YP21012 BOLSA TERMICA DE POLIESTER";"UN";"42022220";10,00;0,00;0,00;10,00;2,40;23,00;24,00
"2419";"LUX067204 CILIOS";"UN";"67041900";40,00;0,00;0,00;40,00;0,24;5,00;9,60
"2421";"LUX257045 ESPONJA";"UN";"96162000";5,00;0,00;0,00;5,00;0,23;3,50;1,15
"2422";"9031 CANETA";"UN";"90183910";11,00;0,00;0,00;11,00;1,20;8,00;13,20
"2424";"220926-1 ESPONJA";"UN";"96162000";12,00;0,00;0,00;12,00;1,20;5,25;14,40
"2425";"LUX037320 PINCEL";"UN";"96034090";14,00;0,00;0,00;14,00;1,10;7,00;15,40
"2426";"LUX155466 ESPONJA";"UN";"96162000";13,00;0,00;0,00;13,00;0,22;4,20;2,86
"2427";"ELS-0055 ELASTICO PARA CABELO";"UN";"96151100";21,00;0,00;96,00;117,00;0,55;5,50;64,35
"2428";"KD-121DF BORRACHA";"UN";"40169200";6,00;0,00;0,00;6,00;0,30;2,00;1,80
"2429";"YP2417 NECESSAIRE DE POLIESTER";"UN";"42029200";183,00;0,00;0,00;183,00;2,70;26,00;494,10
"2430";"YP024-3 FAIXA PARA MAQUIAGEM";"UN";"33041000";180,00;0,00;0,00;180,00;2,00;3,50;360,00
"2432";"YP2401-35 CONJUNTO DE 12 PECAS";"UN";"96033000";1,00;0,00;0,00;1,00;2,26;15,05;2,26
"2433";"LUX155472 ESPONJA";"UN";"96162000";4,00;0,00;0,00;4,00;0,39;5,60;1,56
"2434";"LUX155335 ESPONJA 2UN";"UN";"96162000";16,00;0,00;0,00;16,00;1,20;4,20;19,20
"2435";"YP2405-1 KIT 5 PINCEL";"UN";"39269090";20,00;0,00;0,00;20,00;1,33;4,90;26,60
"2436";"LUX155293 ESPONJA 4UN";"UN";"96162000";22,00;0,00;0,00;22,00;0,21;3,15;4,62
"2437";"365-075 ESPONJA DE MAKE";"UN";"68053090";67,00;0,00;0,00;67,00;0,42;2,45;28,14
"2439";"LUX155292 ESPONJA";"UN";"96162000";19,00;0,00;0,00;19,00;0,22;3,50;4,18
"2440";"YP00310 KIT 5 PINCEL";"UN";"39269090";20,00;0,00;0,00;20,00;1,67;5,95;33,40
"2441";"LUX699123 BICO DE PATO PARA CABELO";"UN";"96159000";24,00;0,00;0,00;24,00;0,49;10,00;11,76
"2443";"00613 ELASTICO PARA CABELO";"UN";"96151100";69,00;0,00;0,00;69,00;7,60;7,00;524,40
"2444";"LUX155402 ESPONJA 6 UN";"UN";"96162000";7,00;0,00;0,00;7,00;0,24;3,50;1,68
"2445";"ELS-0058 ELASTICO PARA CABELO";"UN";"96151100";291,00;0,00;0,00;291,00;3,00;2,50;873,00
"2447";"YP2401-39 ESPONJA  DE BANHO";"UN";"68053090";2,00;0,00;0,00;2,00;1,00;4,55;2,00
"2449";"MD-280 CANETA";"UN";"90183910";229,00;0,00;0,00;229,00;1,13;7,50;258,77
"2450";"CM-6201 CANETA";"UN";"90183910";120,00;0,00;0,00;120,00;1,05;7,00;126,00
"2451";"36601 ELASTICO PARA CABELO";"UN";"96151100";65,00;0,00;36,00;101,00;0,93;9,00;93,93
"2452";"LUX479012 KIT PINCEL";"UN";"96034090";15,00;0,00;0,00;15,00;1,10;3,50;16,50
"2453";"8002 CANETA";"UN";"90183910";122,00;0,00;0,00;122,00;0,83;63,00;101,26
"2454";"00612 ELASTICO PARA CABELO";"UN";"96151100";52,00;0,00;0,00;52,00;7,60;7,00;395,20
"2455";"ELS-0059 ELASTICO PARA CABELO";"UN";"96151100";477,00;0,00;0,00;477,00;2,60;2,50;1.240,20
"2456";"ZF1835 CANETA";"UN";"90183910";241,00;0,00;0,00;241,00;0,90;6,00;216,90
"2458";"XP-2986 BORRACHA";"UN";"40169200";6,00;0,00;0,00;6,00;0,98;6,50;5,88
"2459";"356021-4 XUXINHA DE CABELO";"UN";"96151900";45,00;0,00;0,00;45,00;6,40;5,50;288,00
"2461";"CM-6203 CANETA";"UN";"90183910";133,00;0,00;0,00;133,00;1,05;7,00;139,65
"2462";"M-9047 CANETA";"UN";"90183910";164,00;0,00;0,00;164,00;0,60;4,00;98,40
"2463";"YP2401-31 KIT 4 PINCEL";"UN";"39269090";20,00;0,00;0,00;20,00;1,30;5,25;26,00
"2465";"YP057 CHAVEIRO";"UN";"63079090";2,00;0,00;0,00;2,00;165,00;11,00;330,00
"2466";"9005 CANETA";"UN";"90183910";178,00;0,00;0,00;178,00;0,90;4,00;160,20
"2467";"YP502 CHAVEIRO";"UN";"39044090";11,00;0,00;0,00;11,00;1,25;6,00;13,75
"2468";"YP501 CHAVEIRO";"UN";"39044090";3,00;0,00;0,00;3,00;0,95;9,50;2,85
"2469";"YP2401-32 PINCEIS 8 PCS";"UN";"96033000";15,00;0,00;0,00;15,00;1,10;3,50;16,50
"2470";"LUX233030 BOLSA";"UN";"42022220";2,00;0,00;0,00;2,00;1,50;10,00;3,00
"2471";"FZ50005 FENZZA FIX MAKE FIXADOR";"UN";"33042010";792,00;0,00;0,00;792,00;4,00;10,50;3.168,00
"2472";"YP2401-45 PINCEL DE MAQUIAGEM";"UN";"96033000";49,00;0,00;0,00;49,00;1,95;13,00;95,55
"2473";"LUX155341 ESPATULA PARA ACNC-";"UN";"82032090";1,00;0,00;0,00;1,00;0,58;3,85;0,58
"2474";"LUX343003 NECESSAIRE";"UN";"42023200";2,00;0,00;0,00;2,00;2,70;18,00;5,40
"2475";"YP2008 BOLSA DE MAKE";"UN";"42029200";17,00;0,00;0,00;17,00;1,80;18,00;30,60
"2476";"LUX233031 BOLSA";"UN";"42022220";1,00;0,00;0,00;1,00;1,35;9,00;1,35
"2478";"LUX120016 BOLSA";"UN";"42022220";1,00;0,00;0,00;1,00;6,00;40,00;6,00
"2479";"00617 ELÁSTICO PARA PRENDER CABELO";"UN";"96151100";179,00;0,00;0,00;179,00;5,60;5,00;1.002,40
"2480";"GP-1109-1.5 CANETA";"UN";"90183910";16,00;0,00;0,00;16,00;0,90;6,00;14,40
"2481";"SX230311-9 ESPONJA DE MAKE";"UN";"96162000";15,00;0,00;0,00;15,00;0,22;2,80;3,30
"2482";"LUX210098 BOLSA";"UN";"42022220";2,00;0,00;0,00;2,00;2,25;15,00;4,50
"2483";"YP2401-37 PINCEL DE MAQUIAGEM";"UN";"96033000";45,00;0,00;0,00;45,00;14,40;14,00;648,00
"2484";"LUX210029 BOLSA";"UN";"42022220";3,00;0,00;0,00;3,00;1,50;15,00;4,50
"2485";"356021-1 XUXINHA DE CABELO";"UN";"96151900";19,00;0,00;0,00;19,00;6,40;5,50;121,60
"2486";"356021-2 XUXINHA DE CABELO";"UN";"96151900";23,00;0,00;0,00;23,00;6,40;5,50;147,20
"2487";"9079-3 CANETA";"UN";"90183910";197,00;0,00;0,00;197,00;0,60;4,00;118,20
"2488";"LUX222126 PINCEIS PARA UNHA";"UN";"96034090";15,00;0,00;0,00;15,00;1,30;6,00;19,50
"2489";"2310120-3-4 ESCOVA DE POLVO";"UN";"39269090";20,00;0,00;0,00;20,00;1,00;2,80;20,00
"2490";"356021-3 XUXINHA DE CABELO";"UN";"96151900";30,00;0,00;0,00;30,00;6,40;5,50;192,00
"2491";"LUX767070 NECESSAIRE";"UN";"42023200";4,00;0,00;0,00;4,00;0,66;13,00;2,64
"2492";"ND7617 - GUIRLANDA COM DETALHES EM POLIESTER. MED: 25CM";"UN";"95051000";4,00;0,00;0,00;4,00;16,54;49,99;66,16
"2496";"LUA120034 BOLSA";"UN";"42022220";4,00;0,00;0,00;4,00;1,08;22,00;4,32
"2497";"YP2401-33 PINCEIS 8 PCS";"UN";"96033000";64,00;0,00;0,00;64,00;1,26;8,40;80,64
"2499";"QH-8716 BORRACHA";"UN";"40169200";1.530,00;0,00;0,00;1.530,00;1,65;3,00;2.524,50
"2501";"YP2402-4 PINCEIS 7PCS";"UN";"96033000";2,00;0,00;24,00;26,00;2,60;17,50;67,60
"2502";"YP2402-2 PINCEL 5PCS";"UN";"63079090";2,00;0,00;0,00;2,00;1,50;10,00;3,00
"2503";"LUX120007 BOLSA";"UN";"42022220";17,00;0,00;0,00;17,00;0,68;30,00;11,56
"2504";"LUX767196 NECESSAIRE";"UN";"42023200";9,00;0,00;0,00;9,00;0,88;18,00;7,92
"2505";"LUX767085 NECESSAIRE";"UN";"42023200";2,00;0,00;0,00;2,00;0,73;15,00;1,46
"2506";"LUX037422 KIT PINCEL";"UN";"96034090";181,00;0,00;0,00;181,00;0,13;7,50;23,53
"2507";"LUX222210 BARBEADOR";"UN";"85102000";1,00;0,00;0,00;1,00;0,42;2,80;0,42
"2508";"LUX120039 NECESSAIRE";"UN";"42023200";1,00;0,00;0,00;1,00;1,80;12,00;1,80
"2509";"LUX767027 BOLSA TERMICA";"UN";"42023200";265,00;0,00;0,00;265,00;0,11;26,00;29,15
"2510";"00461 ESPATULA PARA ACNC";"UN";"82141000";1,00;0,00;0,00;1,00;0,18;4,00;0,18
"2511";"LUX369002 PORTA MOEDA";"UN";"42023200";8,00;0,00;0,00;8,00;0,53;11,00;4,24
"2512";"LUX067211 PINÇA";"UN";"67041900";6,00;0,00;0,00;6,00;1,00;5,00;6,00
"2513";"LUX120005 NECESSAIRE";"UN";"42023200";2,00;0,00;0,00;2,00;1,35;9,00;2,70
"2514";"LUX067088 CILIOS";"UN";"67041900";26,00;0,00;0,00;26,00;0,78;16,00;20,28
"2519";"ND7585-3 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 14*19CM";"UN";"95051000";3,00;0,00;0,00;3,00;1,30;13,00;3,90
"2520";"154Q CALCINHAS G";"UN";"61082100";6,00;0,00;0,00;6,00;1,00;6,00;6,00
"2521";"AY23031580A-30 PINCA SOBRANCELHA";"UN";"82032090";97,00;0,00;0,00;97,00;2,60;2,10;252,20
"2522";"2002 CALCINHAS G";"UN";"61082100";7,00;0,00;0,00;7,00;1,00;6,00;7,00
"2523";"AY23031580A-29 PINÇA";"UN";"82032090";70,00;0,00;0,00;70,00;2,60;2,10;182,00
"2525";"ND7586 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 20*30CM";"UN";"95051000";17,00;0,00;0,00;17,00;20,55;79,00;349,35
"2526";"AY23031250A-15 PINÇA";"UN";"39269090";19,00;0,00;0,00;19,00;1,00;2,10;19,00
"2527";"YZJ0805520 LIXA DE UNHA";"UN";"68051000";4,00;0,00;0,00;4,00;0,32;2,10;1,28
"2528";"ND7571 - ENFEITE EM FORMATO DE PAPAI NOEL/BONECO DE NEVE E URSO. COM 3 PEAS. MED";"UN";"95051000";18,00;0,00;0,00;18,00;1,00;10,00;18,00
"2529";"SC-6955 CANETA";"UN";"90183910";165,00;0,00;0,00;165,00;0,75;5,00;123,75
"2530";"ND7624 - GUIRLANDA COM DETALHES EM POLIESTER 25CM";"UN";"95051000";141,00;0,00;0,00;141,00;2,00;32,99;282,00
"2531";"ND7578-0 - SAIA PARA ARVORE DE NATAL. DE POLIESTER. MED: 60CM";"UN";"95051000";35,00;0,00;0,00;35,00;10,50;54,00;367,50
"2532";"GP80028 CANETA";"UN";"90183910";337,00;0,00;0,00;337,00;0,53;3,50;178,61
"2533";"ND7587 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 20*30CM";"UN";"95051000";24,00;0,00;0,00;24,00;5,68;25,00;136,32
"2534";"ND7643-2 - JOGO DE BOLAS NATALINAS. COM 6 PEAS. MED 5CM";"UN";"95051000";81,00;0,00;0,00;81,00;2,04;8,00;165,24
"2535";"ND7588 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 17*20CM";"UN";"95051000";2,00;0,00;0,00;2,00;1,60;16,00;3,20
"2537";"M-9073 CANETA";"UN";"90183910";2,00;0,00;0,00;2,00;0,60;4,00;1,20
"2538";"ND7623 - GUIRLANDA COM DETALHES EM POLIESTER. MED: 30CM";"UN";"95051000";1,00;0,00;0,00;1,00;17,35;79,00;17,35
"2539";"ND7653 - ENFEITE EM FORMATO DE PAPAI NOEL. COM 2 PEAS. MED: 25CM";"UN";"95051000";1,00;0,00;0,00;1,00;1,60;16,00;1,60
"2540";"ND7578-1 - SAIA PARA ARVORE DE NATAL. DE POLIESTER. MED: 90CM";"UN";"95051000";9,00;0,00;0,00;9,00;14,92;39,99;134,28
"2541";"ND7580-0 - ENFEITE EM FORMATO DE PORTA MOEDA. MED: 8CM";"UN";"95051000";180,00;0,00;0,00;180,00;2,95;12,99;531,00
"2542";"ND7665 - PAPEL AUTO ADESIVO. COM ESTAMPAS DE ARTIGOS NATALINOS. MED: 20CM";"UN";"48114190";75,00;0,00;0,00;75,00;1,14;6,00;85,50
"2543";"ND7610 - GUIRLANDA COM DETALHES EM POLIESTER. MED: 25CM";"UN";"95051000";4,00;0,00;0,00;4,00;0,89;8,99;3,56
"2544";"ND7582 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 30CM";"UN";"95051000";1,00;0,00;0,00;1,00;1,90;19,00;1,90
"2545";"LUX369001 PORTA MOEDA";"UN";"42023200";168,00;0,00;0,00;168,00;0,11;11,00;18,48
"2546";"ND7582-2 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 10CM";"UN";"95051000";51,00;0,00;0,00;51,00;0,96;4,50;48,96
"2547";"ND7583 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 35CM";"UN";"95051000";2,00;0,00;0,00;2,00;2,20;22,00;4,40
"2548";"ND7583-1 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 25CM";"UN";"95051000";8,00;0,00;0,00;8,00;1,20;12,00;9,60
"2549";"ND7583-2 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 15CM";"UN";"95051000";4,00;0,00;0,00;4,00;0,45;4,50;1,80
"2550";"YP558 CHAVEIRO DE BORRACHA VULCANIZADO";"UN";"40169990";1,00;0,00;0,00;1,00;11,20;10,00;11,20
"2551";"FJ5001 PINCEL DE SEREIA";"UN";"39269090";17,00;0,00;0,00;17,00;1,18;6,00;20,06
"2552";"ND7585-0 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 28CM";"UN";"95051000";31,00;0,00;0,00;31,00;4,60;21,00;142,60
"2553";"LUX767139 NECESSAIRE";"UN";"42023200";22,00;0,00;0,00;22,00;0,33;13,00;7,26
"2555";"ND7585-2 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 20CM";"UN";"95051000";1,00;0,00;0,00;1,00;1,80;18,00;1,80
"2556";"LUX314002 NECESSAIRE";"UN";"42023200";13,00;0,00;0,00;13,00;0,34;14,00;4,42
"2557";"ND7586-1 - ARVORE DE NATAL ARTIFICIAL DE MESA MED: 20*30CM";"UN";"95051000";4,00;0,00;0,00;4,00;20,29;79,00;81,16
"2558";"MD 273 CANETA";"UN";"90183910";182,00;0,00;0,00;182,00;1,20;8,00;218,40
"2559";"ND7552-2 - ENFEITE EM FORMATO DE BENGALA. COM 3 PEAS. MED: 15CM";"UN";"95051000";12,00;0,00;0,00;12,00;2,03;11,00;24,36
"2560";"ND7598 - ENFEITE EM FORMATO DE SINO. MED: 20*28CM";"UN";"95051000";36,00;0,00;0,00;36,00;2,22;9,99;79,92
"2561";"LUX767071 NECESSAIRE";"UN";"42023200";22,00;0,00;0,00;22,00;0,33;14,00;7,26
"2562";"ND7599 - ENFEITE EM FORMATO DE BENGALA. MED: 17*12CM";"UN";"95051000";11,00;0,00;0,00;11,00;1,85;7,99;20,35
"2563";"LUX210102 NECESSAIRE";"UN";"42023200";26,00;0,00;0,00;26,00;0,37;15,00;9,62
"2564";"ND7601 - ENFEITE EM FORMATO DE SINO. MED: 20*28CM";"UN";"95051000";8,00;0,00;0,00;8,00;1,60;16,00;12,80
"2565";"M-9003 CANETA";"UN";"90183910";1,00;0,00;0,00;1,00;3,00;5,00;3,00
"2566";"ND7612 - ENFEITE EM FORMATO DE ESTRELA. COM 4 PEAS. MED: 10*10CM";"UN";"95051000";10,00;0,00;0,00;10,00;1,00;4,50;10,00
"2567";"ND7612-1 - ENFEITE EM FORMATO DE ESTRELA. COM 6 PEAS. MED: 10*10CM";"UN";"95051000";93,00;0,00;0,00;93,00;0,83;4,00;77,19
"2568";"M-9005 CANETA";"UN";"90183910";16,00;0,00;0,00;16,00;0,60;4,00;9,60
"2569";"ND7613 - ENFEITE EM FORMATO DE RENA E LAO. COM 2 PEAS. MED: 13*17CM";"UN";"95051000";88,00;0,00;0,00;88,00;0,99;4,50;87,12
"2570";"AM-217 - KIT DE PINÇAS - SM222005";"UN";"68053090";29,00;0,00;0,00;29,00;6,00;3,85;174,00
"2571";"ND7614 - ND7614 - ENFEITE EM FORMATO DE RENA E LAO. COM 2 PEAS. MED: 13*17CM";"UN";"95051000";100,00;0,00;0,00;100,00;0,68;3,50;68,00
"2572";"YS-556 CHAVEIRO";"UN";"63079090";81,00;0,00;0,00;81,00;5,34;3,50;432,54
"2573";"ND7615 - ENFEITE EM FORMATO DE ARVORE. COM 3 PEAS. MED: 13*17CM";"UN";"95051000";35,00;0,00;0,00;35,00;1,66;8,00;58,10
"2575";"SM867985 PINCA";"UN";"82032090";18,00;0,00;0,00;18,00;0,15;4,20;2,70
"2576";"ND7622 - GUIRLANDA COM DETALHES EM POLIESTER. MED: 30CM";"UN";"95051000";4,00;0,00;0,00;4,00;17,56;79,00;70,24
"2577";"ND7676 - ENFEITE EM FORMATO DE POMBA. COM 4 PEAS. MED: 14*9.5CM";"UN";"95051000";2,00;0,00;0,00;2,00;1,20;11,99;2,40
"2578";"ND7628 - ENFEITE EM FORMATO DE SINO/BOLA/CAIXINHA DE PRESENTE E TAMBOR. COM 8 PE";"UN";"95051000";11,00;0,00;0,00;11,00;0,86;4,50;9,46
"2579";"ND7629 - ENFEITE EM FORMATO DE ESTRELA/BOLA E TAMBOR. COM 6 PEAS. MED: 10*10CM";"UN";"95051000";2,00;0,00;0,00;2,00;1,90;9,00;3,80
"2580";"ND7631 - ENFEITE EM FORMATO BOLA/CAIXINHA DE PRESENTE/PINHA E LETREIRO (FELIZ NA";"UN";"95051000";3,00;0,00;0,00;3,00;0,80;8,00;2,40
"2581";"ND7632 - ENFEITE EM FORMATO DE BOLA/CAIXINHA DE PRESENTE E TAMBOR. COM 12 PEAS.";"UN";"95051000";10,00;0,00;0,00;10,00;1,70;8,00;17,00
"2582";"ND7633 - ENFEITE EM FORMATO BOLA/CAIXINHA DE PRESENTE/PINHA E LETREIRO (FELIZ NA";"UN";"95051000";1,00;0,00;0,00;1,00;1,87;9,00;1,87
"2583";"ND7634 - ENFEITE EM FORMATO BOLA/CAIXINHA DE PRESENTE/TAMBOR E LETREIRO (FELIZ N";"UN";"95051000";3,00;0,00;0,00;3,00;0,60;6,00;1,80
"2584";"ND7635 - ENFEITE EM FORMATO BOLA/CAIXINHA DE PRESENTE/SINO. PINHA E LETREIRO (FE";"UN";"95051000";22,00;0,00;0,00;22,00;1,25;6,00;27,50
"2585";"ND7636 - ENFEITE EM FORMATO DE GALHOS. COM 2 PEAS. MED: 45CM";"UN";"95051000";19,00;0,00;0,00;19,00;1,86;7,50;35,34
"2586";"YP0206-1 ESPONJA DE MAKE";"UN";"39269090";18,00;0,00;0,00;18,00;1,00;1,40;18,00
"2587";"YP2401-035 KIT 4 PINCEL";"UN";"39269090";20,00;0,00;0,00;20,00;2,56;9,45;51,20
"2589";"ND7638 - ENFEITE EM FORMATO DE GALHOS. COM 2 PEAS. MED: 45CM";"UN";"95051000";15,00;0,00;0,00;15,00;1,60;7,50;24,00
"2590";"BOLSA TERMICA";"UN";"42022220";215,00;0,00;0,00;215,00;2,90;28,00;623,50
"2591";"YP21080012-5 KIT 3 MINI ESPONJA";"UN";"39269090";20,00;0,00;0,00;20,00;1,00;2,80;20,00
"2592";"ND7642 - JOGO DE BOLAS NATALINAS. COM 20 PEAS. MED 8CM";"UN";"95051000";1,00;0,00;0,00;1,00;7,20;72,00;7,20
"2594";"ND7642-2 - JOGO DE BOLAS NATALINAS. COM 20 PEAS. MED 5CM";"UN";"95051000";22,00;0,00;0,00;22,00;6,56;26,00;144,32
"2595";"0671395 PINCA";"UN";"82032090";1,00;0,00;48,00;49,00;0,49;3,50;24,01
"2596";"ND7642-3 - JOGO DE BOLAS NATALINAS. COM 20 PEAS. MED 4CM";"UN";"95051000";12,00;0,00;0,00;12,00;3,00;20,00;36,00
"2597";"YP2401-033 KIT 5 PINCEL";"UN";"39269090";20,00;0,00;0,00;20,00;2,78;9,80;55,60
"2598";"00616 ELASTICO PARA CABELO";"UN";"96151100";711,00;0,00;0,00;711,00;4,00;3,50;2.844,00
"2600";"00608 ELASTICO PARA CABELO";"UN";"96151100";81,00;0,00;0,00;81,00;5,60;5,00;453,60
"2601";"CG291-05 CITY GIRLS BEAUTY RETOUCH CORRETIVO";"UN";"33042010";10,00;0,00;0,00;10,00;2,00;7,70;20,00
"2602";"LN06010 LUA&NEVE PALETA PARA SOMBRANCELHA";"UN";"33042010";1.012,00;0,00;0,00;1.012,00;20,40;4,55;20.644,80
"2603";"ND7552-1 - ENFEITE EM FORMATO DE ESTRELA. COM 3 PEAS. MED: 11.5CM";"UN";"95051000";3,00;0,00;0,00;3,00;0,75;7,50;2,25
"2604";"FZ34034 FENZZA CHOCO FUN BLUSH COMPACTO";"UN";"33042010";10,00;0,00;0,00;10,00;1,75;5,95;17,50
"2605";"LN02464 ILUMINADOR";"UN";"33049100";1,00;0,00;0,00;1,00;1,12;5,60;1,12
"2606";"LN07016 PALETA DE SOMBRAS";"UN";"33042010";9,00;0,00;0,00;9,00;2,00;7,70;18,00
"2607";"LN03025 MINI BATOM";"UN";"33041000";29,00;0,00;0,00;29,00;5,00;1,05;145,00
"2608";"BE64 FENZZA BASE LIQUIDA EFEITO MATTE";"UN";"33042010";69,00;0,00;0,00;69,00;0,01;9,10;0,69
"2610";"LN02498 LUA&NEVE LIP TINT";"UN";"33041000";10,00;0,00;0,00;10,00;1,50;4,55;15,00
"2611";"LN02217 SOMBRAS 12 CORES";"UN";"33042090";10,00;0,00;0,00;10,00;1,50;9,10;15,00
"2612";"LN03016 PALETA DE SOMBRAS";"UN";"33042010";184,00;0,00;0,00;184,00;1,00;11,90;184,00
"2613";"LN02261 SOMBRA";"UN";"33042090";10,00;0,00;0,00;10,00;1,50;10,85;15,00
"2614";"LN02481 SOMBRA";"UN";"33042090";539,00;0,00;0,00;539,00;16,55;7,00;8.920,45
"2615";"LN01051 LUA&NEVE LIP BALM";"UN";"33041000";224,00;0,00;0,00;224,00;13,20;5,60;2.956,80
"2616";"LN06005 BLUSH COMPACTO";"UN";"34013000";164,00;0,00;0,00;164,00;14,40;5,95;2.361,60
"2617";"AMICSP05 SUPER PODERES AGUA MICELAR ACIDO HIALURONICO";"UN";"33042010";44,00;0,00;0,00;44,00;0,02;5,95;0,88
"2618";"SP768809 SUPER PODERES PO HIDRATANTE TAPIOCA BEGE CLARO";"UN";"33042010";88,00;0,00;0,00;88,00;0,01;5,95;0,88
"2619";"LN03012 PALETA DE SOMBRAS";"UN";"33042010";10,00;0,00;0,00;10,00;1,50;8,05;15,00
"2620";"CS4016 PINK 21 SOMBRA EM PO COLORS PIGMENTS";"UN";"33042010";10,00;0,00;0,00;10,00;1,06;11,90;10,60
"2621";"LN02141 BLUSH CONTORNO ILUMINADOR";"UN";"34013000";951,00;0,00;0,00;951,00;17,25;11,55;16.404,75
"2622";"CS2439 PINK 21 SOMBRA EM PO COLORS PIGMENTS";"UN";"33042010";10,00;0,00;0,00;10,00;1,31;14,70;13,10
"2623";"316 LÁPIS ILIMITADOSM 写不完铅笔";"UN";"90183910";1,00;0,00;0,00;1,00;1,05;7,00;1,05
"2624";"LN02486 SOMBRAS";"UN";"33042090";10,00;0,00;0,00;10,00;1,50;6,65;15,00
"2625";"CS2377 PINK 21 ILUMINADOR";"UN";"33042010";10,00;0,00;0,00;10,00;1,50;9,10;15,00
"2626";"LN02452 PO SARDAS";"UN";"33049100";180,00;0,00;0,00;180,00;11,10;8,75;1.998,00
"2627";"YP056 CHAVEIRO";"UN";"39044090";9,00;0,00;0,00;9,00;9,60;7,00;86,40
"2628";"LN01054 ILUMINADOR BLUSH CONTORNO";"UN";"33049100";1.233,00;0,00;0,00;1.233,00;12,30;8,40;15.165,90
"2629";"BE84 FENZZA FIORE BASE LIQUIDA";"UN";"33042010";27,00;0,00;0,00;27,00;0,02;9,10;0,54
"2630";"CS3023 PINK 21 ILUMINADOR E CONTORNO";"UN";"33042010";10,00;0,00;0,00;10,00;1,50;6,30;15,00
"2631";"CS2493 PINK 21 SOMBRA EM PO COLORS PIGMENTS";"UN";"33042010";10,00;0,00;0,00;10,00;1,31;14,70;13,10
